Name,Type,Date,Snapshots in the last three weeks,Day of year,Hours since last snapshot,Bugs fixed,Day of week
,,2022-11-18T15:00:00.000Z,3,322,49,1,5
,,2022-11-17T15:00:00.000Z,3,321,25,4,4
22w46a,snapshot,2022-11-16T13:32:50.000Z,2,320,167,3,3
,,2022-11-15T15:00:00.000Z,3,319,144,5,2
,,2022-11-14T15:00:00.000Z,3,318,120,24,1
,,2022-11-13T15:00:00.000Z,3,317,96,0,7
,,2022-11-12T15:00:00.000Z,3,316,72,0,6
,,2022-11-11T15:00:00.000Z,3,315,48,3,5
,,2022-11-10T15:00:00.000Z,3,314,24,13,4
22w45a,snapshot,2022-11-09T14:30:16.000Z,2,313,169,9,3
,,2022-11-08T15:00:00.000Z,3,312,146,12,2
,,2022-11-07T15:00:00.000Z,3,311,122,12,1
,,2022-11-06T15:00:00.000Z,3,310,98,1,7
,,2022-11-05T15:00:00.000Z,3,309,74,1,6
,,2022-11-04T15:00:00.000Z,3,308,50,0,5
,,2022-11-03T15:00:00.000Z,3,307,26,4,4
22w44a,snapshot,2022-11-02T13:15:43.000Z,2,306,169,20,3
,,2022-11-01T15:00:00.000Z,2,305,147,4,2
,,2022-10-31T15:00:00.000Z,2,304,123,1,1
,,2022-10-30T15:00:00.000Z,2,303,99,2,7
,,2022-10-29T15:00:00.000Z,2,302,75,0,6
,,2022-10-28T15:00:00.000Z,2,301,51,4,5
,,2022-10-27T15:00:00.000Z,2,300,27,0,4
22w43a,snapshot,2022-10-26T11:55:59.000Z,1,299,170,17,3
,,2022-10-25T14:00:00.000Z,1,298,148,7,2
,,2022-10-24T14:00:00.000Z,1,297,124,9,1
,,2022-10-23T14:00:00.000Z,1,296,100,0,7
,,2022-10-22T14:00:00.000Z,1,295,76,0,6
,,2022-10-21T14:00:00.000Z,1,294,52,12,5
,,2022-10-20T14:00:00.000Z,1,293,28,2,4
22w42a,snapshot,2022-10-19T09:34:22.000Z,0,291,1798,2,3
,,2022-10-18T14:00:00.000Z,0,291,1778,0,2
,,2022-10-17T14:00:00.000Z,0,290,1754,0,1
,,2022-10-16T14:00:00.000Z,0,289,1730,0,7
,,2022-10-15T14:00:00.000Z,0,288,1706,0,6
,,2022-10-14T14:00:00.000Z,0,287,1682,0,5
,,2022-10-13T14:00:00.000Z,0,286,1658,0,4
,,2022-10-12T14:00:00.000Z,0,285,1634,1,3
,,2022-10-11T14:00:00.000Z,0,284,1610,14,2
,,2022-10-10T14:00:00.000Z,0,283,1586,9,1
,,2022-10-09T14:00:00.000Z,0,282,1562,0,7
,,2022-10-08T14:00:00.000Z,0,281,1538,0,6
,,2022-10-07T14:00:00.000Z,0,280,1514,2,5
,,2022-10-06T14:00:00.000Z,0,279,1490,2,4
,,2022-10-05T14:00:00.000Z,0,278,1466,4,3
,,2022-10-04T14:00:00.000Z,0,277,1442,1,2
,,2022-10-03T14:00:00.000Z,0,276,1418,3,1
,,2022-10-02T14:00:00.000Z,0,275,1394,0,7
,,2022-10-01T14:00:00.000Z,0,274,1370,0,6
,,2022-09-30T14:00:00.000Z,0,273,1346,0,5
,,2022-09-29T14:00:00.000Z,0,272,1322,3,4
,,2022-09-28T14:00:00.000Z,0,271,1298,3,3
,,2022-09-27T14:00:00.000Z,0,270,1274,0,2
,,2022-09-26T14:00:00.000Z,0,269,1250,0,1
,,2022-09-25T14:00:00.000Z,0,268,1226,0,7
,,2022-09-24T14:00:00.000Z,0,267,1202,0,6
,,2022-09-23T14:00:00.000Z,0,266,1178,0,5
,,2022-09-22T14:00:00.000Z,0,265,1154,2,4
,,2022-09-21T14:00:00.000Z,0,264,1130,0,3
,,2022-09-20T14:00:00.000Z,0,263,1106,0,2
,,2022-09-19T14:00:00.000Z,0,262,1082,1,1
,,2022-09-18T14:00:00.000Z,0,261,1058,0,7
,,2022-09-17T14:00:00.000Z,0,260,1034,0,6
,,2022-09-16T14:00:00.000Z,0,259,1010,0,5
,,2022-09-15T14:00:00.000Z,0,258,986,1,4
,,2022-09-14T14:00:00.000Z,0,257,962,3,3
,,2022-09-13T14:00:00.000Z,0,256,938,10,2
,,2022-09-12T14:00:00.000Z,0,255,914,0,1
,,2022-09-11T14:00:00.000Z,0,254,890,0,7
,,2022-09-10T14:00:00.000Z,0,253,866,0,6
,,2022-09-09T14:00:00.000Z,0,252,842,0,5
,,2022-09-08T14:00:00.000Z,0,251,818,1,4
,,2022-09-07T14:00:00.000Z,0,250,794,0,3
,,2022-09-06T14:00:00.000Z,0,249,770,1,2
,,2022-09-05T14:00:00.000Z,0,248,746,0,1
,,2022-09-04T14:00:00.000Z,0,247,722,3,7
,,2022-09-03T14:00:00.000Z,0,246,698,0,6
,,2022-09-02T14:00:00.000Z,0,245,674,0,5
,,2022-09-01T14:00:00.000Z,0,244,650,0,4
,,2022-08-31T14:00:00.000Z,0,243,626,0,3
,,2022-08-30T14:00:00.000Z,0,242,602,1,2
,,2022-08-29T14:00:00.000Z,0,241,578,0,1
,,2022-08-28T14:00:00.000Z,0,240,554,0,7
,,2022-08-27T14:00:00.000Z,0,239,530,0,6
,,2022-08-26T14:00:00.000Z,0,238,506,0,5
,,2022-08-25T14:00:00.000Z,2,237,482,0,4
,,2022-08-24T14:00:00.000Z,3,236,458,0,3
,,2022-08-23T14:00:00.000Z,3,235,434,0,2
,,2022-08-22T14:00:00.000Z,3,234,410,0,1
,,2022-08-21T14:00:00.000Z,3,233,386,0,7
,,2022-08-20T14:00:00.000Z,3,232,362,0,6
,,2022-08-19T14:00:00.000Z,3,231,338,0,5
,,2022-08-18T14:00:00.000Z,3,230,314,1,4
,,2022-08-17T14:00:00.000Z,3,229,290,0,3
,,2022-08-16T14:00:00.000Z,5,228,266,0,2
,,2022-08-15T14:00:00.000Z,5,227,242,0,1
,,2022-08-14T14:00:00.000Z,5,226,218,0,7
,,2022-08-13T14:00:00.000Z,5,225,194,0,6
,,2022-08-12T14:00:00.000Z,5,224,170,0,5
,,2022-08-11T14:00:00.000Z,6,223,146,0,4
,,2022-08-10T14:00:00.000Z,7,222,122,0,3
,,2022-08-09T14:00:00.000Z,7,221,98,0,2
,,2022-08-08T14:00:00.000Z,7,220,74,0,1
,,2022-08-07T14:00:00.000Z,7,219,50,0,7
,,2022-08-06T14:00:00.000Z,7,218,26,0,6
1.19.2,release,2022-08-05T11:57:05.000Z,6,217,21,0,5
1.19.2-rc2,snapshot,2022-08-04T15:19:44.000Z,6,216,5,0,4
1.19.2-rc1,snapshot,2022-08-04T10:07:26.000Z,5,215,193,0,4
,,2022-08-03T14:00:00.000Z,5,215,173,0,3
,,2022-08-02T14:00:00.000Z,5,214,149,0,2
